comment_id,video_id,parent_id,text,predicted_discourse_act,gold_label,off_topic_flag,annotation_notes
UgzZuHEuHkpTr1gzUCp4AaABAg.8eKeshg5cBo8ePC1qb8dCy,21seK8tKSYI,UgzZuHEuHkpTr1gzUCp4AaABAg,"Official Xsanz di videonya sudah cukup jelas sayang. Kalau kurang jelas berarti kamu belajar IPA atau fisikanya masih asal-asalan. Ini channel youtube untuk membagikan informasi bukan untuk mengajari kamu secara total. Kalau pengen belajar, bisa ke perpustakaan, lebih lengkap. Bisa cari jurnal-jurnal ilmiah, lebih detail. Walau aku gak yakin kamu bakal paham sih :(",Experience,Disagreement,NO,A1=Disagreement; A2=Opinion. Adjudicated as Disagreement based on the dominant communicative function.
UgxGP90HL3WB3lgRO3F4AaABAg.8rd2fLpm_1T8u_WvUJpek9,21seK8tKSYI,UgxGP90HL3WB3lgRO3F4AaABAg,"@noverdy bangsa lu sendiri udah pernah belum buktiin bumi itu kayak tahu bulat? Trus nunjukin posisi dimana air laut mulai terlihat melengkung dan pulau-pulau pada posisi membentuk lingkaran seperti tahu bulat?
Pelajaran bumi itu kayak tahu bulat berasal dari bangsa lain atau penemuan bangsa lu sendiri??",Experience,Question,NO,
Ugjh0kY7Bm7jL3gCoAEC,FjFsx6iQE3Y,TOP_LEVEL,"bukannya aku membandingkan ulasan ini dengan game spore, tetapi tahapan kita masih belum sepenuhnya kesana",Experience,Opinion,NO,
UgxEsOe86rKGxyMaXJt4AaABAg,qis44fqpuAU,TOP_LEVEL,"Kembali ke masa waktu aku bayi dan mengubah masa lalu dgn menerapkan hidup menabung di celengan waktu masih umur 2 thn-an dan akhirnya tahun 2020 saya bisa beli Galaxy Tab S6 ??


Tapi kyk nya g mungkin :')",Experience,Experience,NO,A1=Experience; A2=Question. Adjudicated as Experience because the text contains a stronger cue for the primary function (Experience).
UgzVEJPq4ZaLu6IDH614AaABAg,qis44fqpuAU,TOP_LEVEL,Zaman dulu tk,Experience,Experience,NO,A1=Experience; A2=Opinion. Adjudicated as Experience based on the dominant communicative function.
Ugj5ffijXrLPOXgCoAEC.8AfH7gZAA5d8Ag9AUcUSwM,H_5TPzquRyo,Ugj5ffijXrLPOXgCoAEC,"+Eno Bening whuala.. Penonton juga tau siapa yg lebih dewasa. jawaban siapa yg konkret dan yg kurang konkret. dulu gua ikut kompetisi debat tentang Biologi dan gua mendukung teori darwin karna teori itu bikin gua jadi juara. tapi, pas SMA guru sejarah gua (anak IPA biasanya juga belajar sedikit mapel sejarah) yang notabenenya beliau seorang Haji (emm.. agama gua gausah dipikirin). ga bisa jawab: 

bapak kan Haji nih pak, Bapak percaya teori darwin? | Yaiyalah | berarti Adam sama Hawa Monyet dong yah? | *beliau nyebut - Ya ngga lah.. Dosa kamu bilang Nabi saya Monyet.

nah disinilah kedewasaan berfikir dan menyampaikan bermulai. :D",Experience,Question,NO,A1=Experience; A2=Question. Adjudicated as Question because the text contains a stronger cue for the primary function (Question).
UgxDk_k3ueWXs4lUdet4AaABAg.9PKe3HqyNzk9PM-5Uxr-T2,jPyd0Xv5LfY,UgxDk_k3ueWXs4lUdet4AaABAg,"@bastomiaji2578 
Ngomong-ngomong soal struktur sepeda, lu pernah gak lihat bentuk sepeda jaman dulu banget yg roda depannya besar banget tapi roda belakangnya kecil?
Lalu posisi tempat duduk pengendara tepat di atas roda depan yg besar itu.
Itu gimana coba, strukturnya beda banget tuh, tapi tetap bisa seimbang kan kalau lagi bergerak?",Experience,Question,NO,
UgzroKJgIwpXdRe1LQR4AaABAg,jPyd0Xv5LfY,TOP_LEVEL,Aku bisa bikin sepeda ku jalan sendiri,Experience,Opinion,NO,
UgzpgqEtCyu5n-IMcrx4AaABAg.8eChvao0tsU9f7LAJQUlhl,21seK8tKSYI,UgzpgqEtCyu5n-IMcrx4AaABAg,@khair3451 kadang lucu liat orang sembarangan ngomong tapi gatau dan gamau cari tau dulu sebelum ngomong ??,Experience,Disagreement,NO,A1=Disagreement; A2=Question. Adjudicated as Disagreement based on the dominant communicative function.
UgyIGjkXpWcgA1VJNIx4AaABAg,H_5TPzquRyo,TOP_LEVEL,Ty telah menyelamat kan saya. Soalnya mama saya ngomel mulu karna main hp mulu terus aku tunjukin vidio ini jadi dia gak jadi marahin aku de,Experience,Experience,NO,A1=Experience; A2=Opinion. Adjudicated as Experience based on the dominant communicative function.
UgzwOgHQD-02glUV11d4AaABAg,Tx87wEaDtxo,TOP_LEVEL,Aku jarang melihat bintang?????? karena awan selalu menutupi bintang² itu,Experience,Experience,NO,A1=Experience; A2=Question. Adjudicated as Experience based on the dominant communicative function.
UgxXuGR3XMGoLA4aR0h4AaABAg,impJiSfof9E,TOP_LEVEL,Ada yg pernah liat under hole tidak ya yg biasa nya dibawa2 sama cewek itu? Belom pernah liat aku nok,Experience,Question,NO,
UgyVAs0xIk-DbO0SOpF4AaABAg.9KtO5OPkxgX9LxtPMrPNfo,QK01ROEqJ1A,UgyVAs0xIk-DbO0SOpF4AaABAg,"@mujahidinfiisabiilillah3830 woy kalau mau ceramah sana di masjid, saya ngak open ma yg kamu omongin, yg penting kamu ngak ganggu aku aku gak ganggu kamu, pantes yahudi benci dengan muslim yg model2nya kayak kau, wong kelakuan mu kayak gtu, kamu tau lakum dinukum walian, itu artinya kau jgn banyak bacot ngurusi agama lain paham! 
Saya malu punya saudara semuslim seperti anda",Experience,Disagreement,NO,A1=Disagreement; A2=Correction. Adjudicated as Disagreement based on the dominant communicative function.
UgykWnSmO_cAg4zpGF14AaABAg.A9WXQXZ99gRAA31RNH1YR2,21seK8tKSYI,UgykWnSmO_cAg4zpGF14AaABAg,"@kazehayakamito3690 btw, sudah pernah lihat videonya belum kalo benderanya gerak2 sendiri
 iya ga masalah bentuknyaL, tp benderanya gerak2 diruang hampa

.
Tau dari mana satelit muterin bumi?",Experience,Question,NO,
Ugyk5c78DmuI7mhTkF54AaABAg,QK01ROEqJ1A,TOP_LEVEL,"Saya pernah ke galaxy lain, dan galaxy lain itu sudah modern sekali dan saya nemui UFO disana,, tapi saya teleportasi lagi ke bumi utk mencari Indonesia yg sangat santuy",Experience,Experience,NO,
UgxSYQ1N5E58HwCL8zp4AaABAg,QK01ROEqJ1A,TOP_LEVEL,"Dan alam semesta yang sebesar itu hanyalah langit pertama. Nabi Muhammad sudah pernah jelaskan bahwa Langit pertama hanya seukuran cincin dibandingkan langit kedua yang seperti padang pasir, mungkin milyaran lebih besar dari  langit pertama. Dan begitu seterusnya dikuadratkan terus ukurannya sampai dengan langit ke tujuh. Bayangkan semua 7 langit itu hanya seperti debu di dalam ""telapak tangan"" nya Allah Sang Maha Besar. 

Bayangkan... manusia disuruh sholat 5 waktu aja malas-malasan, manusia tidak tahu betapa besar dan maha kuasa Tuhan yang ia sembah itu.",Experience,Question,NO,A1=Agreement; A2=Question. Adjudicated as Question because the text contains a stronger cue for the primary function (Question).
UgzPjoCfnG7eHmDBNk94AaABAg.94e1jRzyzKq98v16vfT8dK,QK01ROEqJ1A,UgzPjoCfnG7eHmDBNk94AaABAg,"Iya betul, guru aku juga nyetel itu dikelas :)",Experience,Agreement,NO,
UgxWvWx-PnfW38dwcnJ4AaABAg.8j7bLr6wnez8o5nczR3D6F,21seK8tKSYI,UgxWvWx-PnfW38dwcnJ4AaABAg,Sulthan Bahariawan wahai manusia tolol emang lu pernah ke antartika?  Dan lu ga bakal pernah bisa ke antartika tolo!!!  Karena semua negara uda setuju buat nyegel antartika,Experience,Agreement,NO,A1=Disagreement; A2=Question. Adjudicated as Agreement because the text contains a stronger cue for the primary function (Agreement).
UgxbpyhzYwhaWb6qpBR4AaABAg,21seK8tKSYI,TOP_LEVEL,"Bumi itu bulat. Coba, kalian lihat bola dari dekat. Dan tutup 1 mata kalian. Maka yg kalian lihat adalah datar. Apa berati bola itu datar??? Kan konyol. Mesti otak kalian bisa cerna. Atau kalau kurang yakin, bayangin aja kalian jadi kecil seperti kuman. Dan kalian berada di atas muka bola. Pasti yg kalian lihat datar. Apa berati bumi itu datar??? Kan konyol. Orang FE aku bantah pakai 1 kata",Experience,Suggestion,NO,A1=Correction; A2=Question. Adjudicated as Suggestion because the text contains a stronger cue for the primary function (Suggestion).
UgyvUG4ECUEWecZPVe94AaABAg,QK01ROEqJ1A,TOP_LEVEL,"Ciptaan allah emang luar biasa masyaallah
Rasanya aku ingin menangis??????????",Experience,Praise,NO,A1=Praise; A2=Question. Adjudicated as Praise because the text contains a stronger cue for the primary function (Praise).
UgxXCcQEq4gpUeiFRul4AaABAg,T8g_hUpx9VU,TOP_LEVEL,Min kenal Alwisusilo gak?,Question,Question,NO,
UgxCbSyJ4iNHXXfIqTl4AaABAg.8jSEtxC1fc08jUTIpfvKk8,qis44fqpuAU,UgxCbSyJ4iNHXXfIqTl4AaABAg,"Kok Bisa? Kalau bulan ada dua, apa yang bakal terjadi?",Question,Question,NO,
UghQGWFDk0-1tXgCoAEC,YljSXjd4lnk,TOP_LEVEL,atlantis dimana?????,Question,Question,NO,
UgyiYavcHqHwiYuSaTB4AaABAg,QK01ROEqJ1A,TOP_LEVEL,"Great job kok bisa? !!
Mata ku sampai berkeringat :"") saking semangatnya ??
Semoga kaka kaka dibalik layar sehat selalu. Terima kasih ??",Question,Question,NO,A1=Praise; A2=Question. Adjudicated as Question because the text contains a stronger cue for the primary function (Question).
Ugy8Eg4yF4Sgq8TNulx4AaABAg,21seK8tKSYI,TOP_LEVEL,Kulit manggis kini ada ekstraknya...   Ilmu sekarang ada buktinya  ( jawab teori FE pake logika bumi bulat ya kok g nyambung ) #guaberharaplebih  inikan buka chanel kok gitu..,Question,Question,NO,A1=Suggestion; A2=Opinion. Adjudicated as Question because the text contains a stronger cue for the primary function (Question).
UgzLmkpZe5re5ZET72t4AaABAg,YljSXjd4lnk,TOP_LEVEL,Kenapa bisa terjadi ejakulasi pada pria??,Question,Question,NO,
UgxzwIDdMXs5cFg8N5p4AaABAg,QK01ROEqJ1A,TOP_LEVEL,08:00 ada yg tau soundtracknya ?,Question,Question,NO,
UgzGEJLi5j2F0qLrnxx4AaABAg,QK01ROEqJ1A,TOP_LEVEL,"Gw seneng ada yg mau buat video ini, bisa dibilang menyelipkan tujuan  mengingatkan we are nothing to be compared with something existing in universe. But we are capable to think as much as we want. Thank you. Hanya aja sya juga jadi mau nanya, kalo sejauh itu dan selama itu waktu yg dibutuhkan untuk melewati galaksi, yang mana sampe melewati berapa triliyun tahun cahaya, lalu data ini ngambil darimana ? Siapa yg buat data ini dan berapa lama waktu yg dibutuhkan untuk mengambil data ini?",Question,Question,NO,
UgzISvUE0-XkGvF0sah4AaABAg,twXOQyxZWxY,TOP_LEVEL,Min bagaimana sih benua benua bisa terbentuk,Question,Question,NO,
UgxqzO3ONjbTEy9eQ-h4AaABAg.9HrjNGzjSE39aqBtnc4TIY,21seK8tKSYI,UgxqzO3ONjbTEy9eQ-h4AaABAg,"Admin NGACOK. Siapa yang bisa buktiin orang bisa keluar bumi? Siapa?
NASA HAHAHAH nasa itu tipu tipu, cuma efek ? Kalau cuma efek gitu mah anak smp paki green skin aja bisa?
Udhlah? STOP PERCAYA NASA??
mereka cuma TIPU TIPU BISA KELUAR BUMI..

HANYA ORANG BODO YANG PERCAYA NASA?",Question,Question,NO,A1=Disagreement; A2=Question. Adjudicated as Question because the text contains a stronger cue for the primary function (Question).
UgiNvBYDW90KengCoAEC,FMNRItiR6ZA,TOP_LEVEL,Bagaimana terjadinya salju? #kokbisa,Question,Question,NO,
UgzjoQsZ9IAuPSuL2pF4AaABAg,0QCq6GPY8kQ,TOP_LEVEL,"Min, gimana sejarahnya matematika ada rumus rumus yang ribet ?",Question,Question,NO,
Uggymk6gBbdIsngCoAEC,iyJeozHhvJI,TOP_LEVEL,knp materai harganya beda?,Question,Question,NO,
UgzkVLNLQa73QKLcPRd4AaABAg,QK01ROEqJ1A,TOP_LEVEL,Masalahnya siapa yang memprediksikan itu semua ??,Question,Question,NO,
UghGbYpQ8U6U3HgCoAEC,iq0yOkj3d28,TOP_LEVEL,"kenapa kalo temen sebelah kita nguap , kita kadang juga suka ikut nguap?",Question,Question,NO,
Ugi-feB_p6OCWngCoAEC,H_5TPzquRyo,TOP_LEVEL,kenapa bentuk bintang kaya gini ?? padahal bentuk bintang kan bulat seperti matahari?,Question,Question,NO,
UgxioXVKG6fLaEjbpxx4AaABAg,impJiSfof9E,TOP_LEVEL,Kak aku mau nanya apakah benar jika kita sudah tua kita akan jadi pelupa,Question,Question,NO,
UgwNvxTlVkzmxwVAYvt4AaABAg,RBFhyVux3IE,TOP_LEVEL,ka kenapa kalo menyeduh harus pake air panas ?,Question,Question,NO,
UgzPjatEpo_REnyg1Od4AaABAg.8e7ZjRnV16u8hTaWoYBIwf,21seK8tKSYI,UgzPjatEpo_REnyg1Od4AaABAg,Kok bisa kenapah sih suka ada baso mulu apa abang ya yang suka baso,Question,Question,NO,
UghIPW4lMvYI73gCoAEC.8Hly7JNruyx8iajw965ji-,eXml_nlmPoE,UghIPW4lMvYI73gCoAEC,eSportkid percaya kok amaa yutub,Question,Question,NO,A1=Agreement; A2=Opinion. Adjudicated as Question because the text contains a stronger cue for the primary function (Question).
UgwbKr3Ht0kMXUft0Dp4AaABAg,T9ttUfGG7EE,TOP_LEVEL,Menurut kalian di bulan ada gravitasi ga? Kenapa para astronot bisa melayang di bulan? Kalau ada yg paham pengaruh pasang pasang surut saat bulan purnama dan bulan mati pasti teori ini sangat membingungkan,Question,Question,NO,
UgwLACrCyUcALtVDNsd4AaABAg,impJiSfof9E,TOP_LEVEL,"Pertanyaanku black hole tu bergerak , berpindah ato cuma diem di tempat????
Nggak kebayang klok sampai pindah ke galaksi ini....??",Question,Question,NO,
UghrwhQyZTJYB3gCoAEC,YljSXjd4lnk,TOP_LEVEL,Kenapa Anak-anak senang main Game ?,Question,Question,NO,
UgwR_ErUA4RzQgHOppR4AaABAg,QK01ROEqJ1A,TOP_LEVEL,4:00 ada kok yang lebih cepat dari cahaya yaitu Patrick star ????,Question,Question,NO,A1=Opinion; A2=Question. Adjudicated as Question because the text contains a stronger cue for the primary function (Question).
Ugwdh386CTgGqu2BzSx4AaABAg,5Zi4qGpGop4,TOP_LEVEL,Min. Knp kalo kita diluar mobil dilihat cepat kalo didlm mobil knp jd lambat??,Question,Question,NO,
UgyH5zuIntZBh7jAQ154AaABAg,dghOCZmSEUQ,TOP_LEVEL,"Berman faat banget
Btw kenapa lama gak apload?",Question,Question,NO,A1=Praise; A2=Question. Adjudicated as Question because the text contains a stronger cue for the primary function (Question).
UgxyWG9m6l4Z7hmse9R4AaABAg,impJiSfof9E,TOP_LEVEL,"Mau Nanya Dong

Kenapa Benda Bisa Berubah Warna Karena Terbakar?",Question,Question,NO,
Ugz23PzOHh894WxjnTp4AaABAg,T9ttUfGG7EE,TOP_LEVEL,Cuma knp sih d google ga ada foto real bumi dan ribuan satelit?,Question,Question,NO,
UgxaBoaOgXYewm9u2FJ4AaABAg,0QCq6GPY8kQ,TOP_LEVEL,bang kenapa kita bisa kepedesan,Question,Question,NO,
Ugy_zE_UhPMfSogFBsZ4AaABAg.8zvrWm_-tSU9-DqtW9wR8Z,QK01ROEqJ1A,Ugy_zE_UhPMfSogFBsZ4AaABAg,"@DarkloveGaming maksud lo ?
Di keyakinan gue, Tuhan menciptakan langit, bumi dan segala isinya.
Kalau pendapat kita beda, berarti keyakinan kita juga berbeda bro.",Question,Disagreement,NO,A1=Disagreement; A2=Question. Adjudicated as Disagreement based on the dominant communicative function.
UgzbDDWjc-5dESik1ux4AaABAg.97ZFMHgozVe9wB1_uSZZiQ,iq0yOkj3d28,UgzbDDWjc-5dESik1ux4AaABAg,"Dalam Alquran tidak ada yg menyebutkan Bumi Bulat, ada juga bumi itu hamparan, mengapa sebagian  para ulama menafsirkan bumi itu bulat,
Q.S Attholaq 65 langit mempunyai 7 lapis dan bumi pun serupa dengan dengan langit, banyak Ayat didalam AlQuran yg menerangkan matahari mengelilingi berjalan mengitari bumi mengapa sebagian ulama percaya bumi mengelilingi matahari",Question,Question,NO,A1=Disagreement; A2=Question. Adjudicated as Question because the text contains a stronger cue for the primary function (Question).
UgwW0PEFBeWaCIDYKEF4AaABAg,21seK8tKSYI,TOP_LEVEL,"Tadi bilang bulat. Lingkaran kok di layar.lingkaran itu bangun datar = datar / flat. #flatearth
.
.
.
.
.
.
Just kidding! Aku percaya bumi bulat kok :p",Question,Opinion,NO,
Ugy8siygSNimk3zqJxZ4AaABAg.97c3qnS-Rtl9LdTKHsq9LY,H_5TPzquRyo,Ugy8siygSNimk3zqJxZ4AaABAg,@taubat5255 metode pembuktianya pake simulasi apa real ? kalau simulasi tetap teori. blum bnar bnar terbukti. :),Question,Disagreement,NO,A1=Disagreement; A2=Question. Adjudicated as Disagreement based on the dominant communicative function.
UgzKTFI45fzUcDV6go94AaABAg,QK01ROEqJ1A,TOP_LEVEL,"Bang kenapa klo dari bumi, langit yg ada matahari bulan sama planet2nya warnanya biru? tapi pas nasa ke luar angkasa jadinya item?",Question,Question,NO,
Ugzd0BIZzKBZs2twMCJ4AaABAg.983RpBGftgt99bfCJ36lWS,21seK8tKSYI,Ugzd0BIZzKBZs2twMCJ4AaABAg,Menurut pendapat FE gravitasi itu gak ada isac newron itu peniru yang benar adalah archimedes dengan teorinya yaitu massa jenis mereka menyangka gravitasi dan massa jenis tidak sehalan gravitasi salah dan massa jenis benar mengapa bisa ada massa jenis kalau gravitasi  tidak ada? Tetap gravitasi tidak bertentangan dengan teori massa jenis bahkan mereka saling mendukung tanpa gravitasi mustahil massa jenis bisa ada buktinya seorang astronot melakukan uji coba pada tempat yang gravitasinya nol dan airnya melayang layang di udara mengapa bisa begitu karena massa jenis air lebih berat dari udara jawabannya karena tidak ada gravitasi artinya massa jenis tidak berlaku di ruang angkasa karena tidak ada gravitasi berarti teori ini sejalan mereka juga mengatakan bahwa semua ini tertarik karena adanya medan magnet dibumi bukankah magnet hanya menarik beberapa benda saja kita kembali ke massa jenis bukankah semua benda berat atau ringan disebabkan oleh gravitasi bagaimana dengan balon udara yang melayang karena massa yang terkandung dlam balon alias helium meiliki massa yang lebih ringan dibandungkan udara karena udara juga memiliki massa dan itulah yang menyebab udara dan zat zat lainnya masih ada dibumi udara tertarik gravitasi sehingga yang lebih ringan dapat melayang namun FE membawakan materi dalam bahasa yang seakan akan teori mereka bertentangan namun kenyataan tidak gravitasi memang ada dan terbukti ada bukti menarik FE mengatakan bahwa pusat energi gaya tarik ada di kutub utara semakit ke kutub semakin kuat semakin mengarah ke antartika semakin kecil jelas ini bisa dibantah maka air laut akan terkumpul di daerah di kutub utara namun daerah katulistiwa sampai antartika menjadi daratan tapi buktinya air di bumi ini tetap normal ada pula bantahan yang bisa dibantah yaitu tanggapan FE mengenai ilusi yang dilakukan oleh nasa mereka mengatakan video yang menunjukan orang2 melayang di luar angkasa adalah manipulasi mereka menggunakan greenscreen dan pesawat yang jatuh ke bawah maka seluruh isi oesawat mengalaimi gravitasi 0 green screen biasa dipakai untuk oembuatan film greenscreen biasa dipakai untuk film kebanyakan video yang disampaikan adalah video behind the scene flat earth juga mengatakan manusia melayang menggunakan tali lalu bagaimana nasa bisa mengikat air ? :) Sehingga bisa melayang selanjutnya mengenai oesawat ya itu bisa dilakukan namun sangat jelas perbedaannya bila kita melakukan experimen tersebut barang2 di dalan pesawat berhamburan memang melayang tetaoi melayang dengan tidak stabil dan bandingkan dengan video oleh nasa lagipula bila menggunakan pesawat yang menukik itu hanya bisa dilakukan 1 menit lantas nasa membuat video berjam jam tanpa cutting dari stasiun luar angkasa,Question,Correction,NO,A1=Disagreement; A2=Question. Adjudicated as Correction because the text contains a stronger cue for the primary function (Correction).
Ugh1hmzBHo-stHgCoAEC,PEbhbW4rgy4,TOP_LEVEL,min kalau d dunia ini ngak ad namany olahraga apa yang akan trjadi?,Question,Question,NO,
UghXkSVTf1nbaXgCoAEC,iq0yOkj3d28,TOP_LEVEL,bisakah humandroid pintar dan setara dengan manusia dibuat?,Question,Question,NO,
Ugx85uFUixLqE0WCHgR4AaABAg,FMNRItiR6ZA,TOP_LEVEL,Min saya mau nanya kenapa kapal bisa terapung. kapal kan berat dijawabya,Question,Question,NO,
UghBLhH5Z9EtrngCoAEC,JRJ1ngbUe6A,TOP_LEVEL,"kok bisa yah ibu2 sebagian besar teledor bawa motor,  belok kiri sen kanan lah,  jalan pelan di tengah lah dan lain lain wkwk",Question,Opinion,NO,
UgxhJv6k9ejowqyQQ0d4AaABAg.988V61-S4bw98D8_h_8-TQ,21seK8tKSYI,UgxhJv6k9ejowqyQQ0d4AaABAg,"Ehhhh ngomong ngomong gwe boleh nanya nggak? Kenapa ya di kutub utara kadang kadang malam bisa sampe berminggu minggu lamanya truss klo udh siang bisa berminggu minggu lamanya juga , kenapa bisa gitu yaa? Kutub selatan juga sihh tapi katanya tempatnya nggak boleh ditinggalin jadi kutub utara aja dehh , tolong yaa dijawab baik baik dan lemah lembut.",Question,Question,NO,
UgyiIiJZpnRRna3K-t54AaABAg,NVDIHTGVcLc,TOP_LEVEL,Kenapa sampai skrg gw masih jomblo,Question,Question,YES,Marked off-topic because the comment is clearly unrelated to the substantive video discussion.
UgztCRt5aiZk1BCDA_J4AaABAg,JRJ1ngbUe6A,TOP_LEVEL,"Kak, gimana bisa kita juga ikut menguap karna habis liat orang di depan kita/ lawan bicara menguap? Apa ngantuk itu bisa ditularkan ya?",Question,Question,NO,
UgwLIY2AJKbvTmP2JEl4AaABAg,QK01ROEqJ1A,TOP_LEVEL,Bang kok manusia tau  galaksi galaksi trus yg paling jauh manusia kok tau,Question,Question,NO,A1=Question; A2=Opinion. Adjudicated as Question because the text contains a stronger cue for the primary function (Question).
UgzGpZAlAMmm0UE05c54AaABAg,twXOQyxZWxY,TOP_LEVEL,Kok jadi keinget main minecraft sampe ke langit...,Question,Opinion,NO,
UgzR266zGx_K_HVpVPN4AaABAg,T9ttUfGG7EE,TOP_LEVEL,Bang..kenapa bakso bulad?,Question,Question,NO,
Ugg3obNJfm8amHgCoAEC,eXml_nlmPoE,TOP_LEVEL,kenapa kita tidur,Question,Question,NO,
UggEjPlhoUjloHgCoAEC,Tx87wEaDtxo,TOP_LEVEL,kenapa indonesia banyak orang korupsi?,Question,Question,NO,
UgxjPv8r7OYAonc8-Yl4AaABAg,iq0yOkj3d28,TOP_LEVEL,"Min,kenapa api yg berwarna biru lebih panas?",Question,Question,NO,
UggOPkCagrV-X3gCoAEC,H_5TPzquRyo,TOP_LEVEL,knp indonesia itu dijajah ?,Question,Question,NO,
UgwjPowlwCH4tBEWHS94AaABAg,T9ttUfGG7EE,TOP_LEVEL,"Ilmu fisika apa yg dpt menjelaskan kenapa dalam membuat beberapa es batu yg satu membekunya cepet,yg lainnya kdng membeku dg lambat,padahal dimasukin ke freezer dalam wktu bersamaan? Saya sering kepikiran, kdng es batu yg lebih dulu membeku di bagian tumpukan atas, kdng dibagian bawah.",Question,Question,NO,
UgxuJFEVbOWx4LFnBQJ4AaABAg,AxyPASIXz1k,TOP_LEVEL,Apakah ada yang lebih besar dari alam semesta?,Question,Question,NO,
UgirC2Z9D3D2gXgCoAEC,FMNRItiR6ZA,TOP_LEVEL,"Min, kalau mau jadi tim kokbisa boleh tidak ? atau hanya anda bertiga saja ?",Question,Question,NO,
UggRQOKS7SX4o3gCoAEC,PEbhbW4rgy4,TOP_LEVEL,"Min,apa yang terjadi kalo matahari lenyap??",Question,Question,NO,
Ugxei7WQkua8QkX7TQB4AaABAg,QK01ROEqJ1A,TOP_LEVEL,mungkinkah manusia bisa menemukan mahluk hidup  di luar galaksi.....?,Question,Question,NO,
UgzlaLGOyMgOad4__ex4AaABAg,iyJeozHhvJI,TOP_LEVEL,"Min apa yang terjadi kalau tiba"" matahari lenyap?",Question,Question,NO,
UgwSDJealt-ptjM_LwN4AaABAg,dghOCZmSEUQ,TOP_LEVEL,Kenapa SMU sudah gak ada lagi dibeberapa tempat?,Question,Question,NO,
UgxksLMbNYhxeKPx7UR4AaABAg.93_87Cq2l-B95AlUEsEbWp,QK01ROEqJ1A,UgxksLMbNYhxeKPx7UR4AaABAg,@MRickPrtma gw tanya sebelum tahun 1 ada manusia lain? Emg gugel tuhan lu emang yang ciptain alam semesta bapak lu,Question,Disagreement,NO,A1=Disagreement; A2=Question. Adjudicated as Disagreement based on the dominant communicative function.
UgyVNuphvkBlihAbpTN4AaABAg.9Ahw1wYP3cW9D-tgt4TL_c,21seK8tKSYI,UgyVNuphvkBlihAbpTN4AaABAg,Lu lulus SD gak sih?,Question,Disagreement,NO,A1=Disagreement; A2=Question. Adjudicated as Disagreement based on the dominant communicative function.
UgxB1ByDSbAOk8aQYxp4AaABAg.9Ze5Z78eXg_9gqrqducQDY,H_5TPzquRyo,UgxB1ByDSbAOk8aQYxp4AaABAg,@dydot maksudnya beda kategori gmn ya?..??,Question,Question,NO,
UgwRvJWVJAh6Kj9Y6ft4AaABAg,21seK8tKSYI,TOP_LEVEL,1:09 suara vacum skill dari dark seer? wkwkwkwk,Question,Opinion,NO,A1=Opinion; A2=Question. Adjudicated as Opinion based on the dominant communicative function.
UgyihprADLwhuOkj8qt4AaABAg.8j-p1Sp_bzf8j3ZldNGuCA,T9ttUfGG7EE,UgyihprADLwhuOkj8qt4AaABAg,"Nah lo jangan sok sokan deh 
Pmikiran mu mungkin gak bisa nerima SAINS ya",Suggestion,Disagreement,NO,A1=Disagreement; A2=Suggestion. Adjudicated as Disagreement based on the dominant communicative function.
Ugx8CqK1-VXWVidjecV4AaABAg.8jUp7s4ZDH-8jYmtuwEhPI,qis44fqpuAU,Ugx8CqK1-VXWVidjecV4AaABAg,"Untuk lu "" coba saat kamu igin kencing, kamu kencing nya jongkok jangan berdiri
Terus liat pas mau buang air besar keluar apa nggak

#KARENA kemungkinan kalau pipis sambil berdiri itu masih ketahan di dalam,
Ini  ada ulama yang mengatakan dari ajaran islam makanya, kalau  yang islam pipis nya harus jongkok supaya terbuang semua",Suggestion,Suggestion,NO,A1=Suggestion; A2=Question. Adjudicated as Suggestion because the text contains a stronger cue for the primary function (Suggestion).
Ugy4wa5kzx98LeA5f6d4AaABAg.9GCbL-ZbtDmA3W7K8IRSWt,21seK8tKSYI,Ugy4wa5kzx98LeA5f6d4AaABAg,"?@MerahPutih14lah coba kutanya, kalo gerhana hanya terjadi di bumi datar, bagaimana terjadinya gerhana matahari di bumi datar? Padahal di bumi datar matahari dan bulan itu lokasinya berseberangan mana mungkin tiba-tiba bisa searah begitu? Kalo gerhana matahari bisa bagaimana nasib bumi di sisi lain yang tanpa bulan dan matahari?",Suggestion,Question,NO,
Ugyi8Yjvc_unMf9NBpd4AaABAg,t5SaFgSaM_M,TOP_LEVEL,1:15 jawaban soal itu mungkin koro sensei,Suggestion,Opinion,NO,
UgzwAVGHTgsBT30NDnB4AaABAg,FjFsx6iQE3Y,TOP_LEVEL,Mungkin karena mereka lagi cari power sphera ^-^,Suggestion,Opinion,NO,
UgzB8YR4I8dp2ojqWXp4AaABAg.8f3FUatAnWf8jiwZ_EuPgC,21seK8tKSYI,UgzB8YR4I8dp2ojqWXp4AaABAg,Sefri Andi coba buktiin bumi bulat,Suggestion,Suggestion,NO,
